listing_id,id,date,reviewer_id,reviewer_name,processed_comments,sentiment
8048220,110684041,2016-10-27,52077756.0,Stéphane,well locate metro line good communication alexandro nikos available discreet,Positive
9718738,89380559,2016-07-28,77697507.0,Marco,heleni attic excellent locate attic owner live however totally independent equip comfort large well stocked air conditioning wi fi etc excellent athens locate filopappou district minute walk acropolis museum pedestrian dionisiou areopagitou quite close plaka anafiotika district nice always minute walk away heleni metro stop unique kind helpful meet need welcome warmly already know would one map draw precise direction short road reach various destination advice good eat good non touristy surrounding include kalamaki bar eat well also supermarket bakery also useful information reach hotel airport bus x taxi solution excellent total expense two hour approximately h min reply promptly question via aribnb see love job passion fully manage make feel home thank heleni highly recommend definitely back,Positive
13812118,129641509,2017-02-01,10893743.0,Cristian,nice everything need quiet close everything highly recommend small problem solve noise make drain,Positive
13134354,261305994,2018-05-06,182005341.0,Klidi,nice cozy argiro caring nice enjoy lot beautiful thank lot,Positive
17445339,265714533,2018-05-18,38318820.0,Marian,nice maya close train bus metro station nice breakfast free long,Positive
11038469,89349236,2016-07-28,5861158.0,Gabe,steven great clean comfortable spacious meter metro station front metro station train station find taxi case heavy luggage steven accommodating I gr,Positive
6025848,40122230,2015-07-28,31883125.0,Daniel,meet listing accurate assistant friendly wait I know long transport later anticipate enjoy free like shampoo breakfast particularly air con comfortable tv channel although limited give form relaxation entertainment,Positive
5683244,162515538,2017-06-21,1777313.0,Henri,advertise spacious clean seem great sight want see highly recommend nearby black sheep restaurant importantly greg super speedy reply kindly accommodate late arrival,Positive
13748657,103937378,2016-09-25,13213685.0,Ingrid,super flat super nikola easy communicate help question greece athens flat flat big modern light clean like picture cook meal except breakfast far I could tell everything need except oven quiet feel safe good sized supermarket within walk distance also nice bakery thing I think might issue visitor walk hill get flat busstop shop etc hand taxi really inexpensive pay four euro close metro station I would happy return future,Positive
776499,100033730,2016-09-07,3167917.0,Ivan,great within walk distance many site plenty shop restaurant nearby,Positive
12931756,183353668,2017-08-17,7713446.0,Audrey,nice ground floor clean well appoint,Positive
13767455,115387031,2016-11-24,38558416.0,Theresa,appartement fine enough close centre airbnb people I think join tamara flat ok pick give lot helpful information,Positive
7285676,518666912,2019-08-27,45398552.0,Michael,overall great nice chatty however I bad try find pick key wait min I meeting centre somehow rush lot thehost nice,Positive
12446713,152415544,2017-05-16,92068277.0,Elizabeth,I say enough good thing maria I sister find beautiful comfortable close metro bus train station make unique day maria message I let know bus train worker go strike need make sure leave public transportation come standstill order catch flight would idea let know even call airport find good way reach maria amazing sweet friendly extremely helpful would definitely agin,Positive
8641766,293781989,2018-07-21,174897824.0,Rémi,really easily understand aliki superhost worth first really flexible arrival flight first morning second delay aliki never mind wait front arrive make athens easy take explain functioning good aliki prepare visitor book good get good restaurant go perfect one want live greek citizen gourmet person surprise really appreciate taste congress near appartment minute walk hilton hotel divani caravel know aliki prepare map know get hotel really appreciate first airbnb really satisfied appartment clean comfortable thank aliki warm welcome hope go choose want good athens really attentivenate good rémi annie canada qc easily understand aliki superhost fully deserve first aliki prepared map document allow arrive safely greatly facilitate journey also show great flexibility regard arrival allow morning adjust schedule accord flight delay aliki take explain advise site prepare detailed binder route description good restaurant want live greek way little surprise await enjoy throughout aliki know close divani caravel hotel hilton barely minute walk also prepare map specially get nice touch part first airbnb completely satisfied cleanliness warmth comfort thank much aliki strongly recommend want good athens attentive hostess good rémi annie claude canada qc ,Positive
13621887,132150843,2017-02-16,49883663.0,Natalia,I athens girl nelly good choice cosy comfortable two important girl everything clean nelly nice pick near metro station take advise lot great restaurant sabbas good accommodation good,Positive
8322450,310867781,2018-08-20,104994754.0,Pavlina,warm hospitality modern well decorate spacious studio great peaceful around min kolonaki main square next nice restaurant bistro get great breakfast brunch great direct communication via mail pano cohost helpful willing rearrange upon request thank everything see soon,Positive
15265679,138191758,2017-03-19,23330337.0,Anastasia,ideal combination locate quiet street really close vibrant square full hip bar cafe restaurant cosy welcoming warm atmosphere also practical owner friendly thoughtful really make I feel welcome I would definitely recommend,Positive
17042354,165225589,2017-06-30,15177990.0,Phillip,great toni less minute walk acropolis nearby museum ton local eat nearby find bakery around corner start bake middle return first thing morning fresh bake good extremely clean modern comfortable thank toni,Positive
13973590,88080678,2016-07-23,34598311.0,Mireyah,marina great wait arrival show around tell great site well texte I wonderful restaurant tavern bar athens cute small private nice sized tv literally right behind park hill lead acropolis easy trail day metro bus well ride plaka late club great great value,Positive
8657610,187009370,2017-08-26,31143269.0,Viktor,minute transport center athens locate quiet building monika meet need able advise throughout I highly recommend rent thank monika,Positive
12507197,278605906,2018-06-18,127442476.0,Leda,chris super definition,Positive
7629943,71511896,2016-04-25,55158246.0,Jessica,cool need renovate carpet durty porrly lay plug amazing patio marina nice helpful,Positive
49489,1127731,2012-04-14,1871906.0,Fotini,perfect central safe clean big expect able people stathis friendly helpful highly recommend pleasant athens,Positive
14890698,155848539,2017-05-29,18998038.0,Michelle,aristotele friendly cozy wait arrive explain everything need also leave sweet water coffee open feel like home apartament beautiful well equip comfy good athens I really recommend,Positive
11312612,296134661,2018-07-25,57715256.0,Mariana,absolutely wonderful perfect fantastic liz kosta super helpful throughout entire I wait come back athens exact,Positive
13145534,207366926,2017-10-29,63680801.0,Meng,alisa人很好 房间也挺干净 价钱便宜 离宪法广场很近 东西一应俱全方便使用 唯一缺点是晚上太吵 楼下就是酒吧街 吵到 点过都没睡着觉 早上起早搭早班机有点辛苦 入睡不是很容易的要考虑这点,Positive
13289027,122803251,2016-12-26,14432747.0,Thomas,nice athens flat spacious comfortable well locate manolis brother good book taxi give good tip athen thank,Positive
6064808,113889583,2016-11-14,98789794.0,Celia,highly recommend great value money clean cosy quiet warm definitely book,Positive
1473469,273422758,2018-06-06,88381423.0,Hafiz,really close tothevcitu center price worth monika thorough good hospitality,Positive
956127,6986793,2013-09-02,5305730.0,Eugene,choose nicoletta property athens also santorini really wonderful athens central right next metro really spacious safe quiet tastefully decorate well maintain santorini great set restore old building right water great view nicoletta communication fantastic daughter assistant really wonderful recommendation happy help wherever could great get meet oia dog hesitation return either property already count day next greek,Positive
9656826,202165881,2017-10-10,144123927.0,Kathryn,close everything worth see completely touristy great clean elena wonderful I would,Positive
12361959,266552541,2018-05-20,28693976.0,Manon,satisfied dionisio welcome dionisio daughter speak good english locate quiet street top floor small building accessible elevator balcony public transport common locate within minute foot several shop restaurant nearby recommend good,Positive
9176077,533191988,2019-09-21,144395476.0,Madalina,thank dear effrossyni everything help lot tip I really love cute aparment balcony insane I wait go back see soon,Positive
688483,428651746581697528,2021-08-14,412481346.0,Rocío,incredible great kalliope let use anything etc give advice helpful also perfect terrace view acropolis thank kalliope everything,Positive
5832236,108717165,2016-10-17,70559916.0,Vasilis,amazing amazing many day feel make good choice feel like home even well I highly recommend,Positive
702480,2746902,2012-10-29,3562017.0,Andreas,nice comfortable quiet locate walk distance metro station pygmalion kind discreet I definitely recommend pygmalion good way explore athen ,Positive
11389273,286357514,2018-07-06,164301463.0,Andrea,perfect explore athen conveniently locate block metro station maria helpful pleasant several extra orange juice fruit slipper shampoo etc I highly recommend,Positive
6330890,74934674,2016-05-17,4736162.0,Bobby,chris excellent meet front key help get situate chris explain intricacy thoroughly comfortable clean pleasant would definitely recommend,Positive
727374,254786810,2018-04-18,110687172.0,Mark,simple functional small need light meal need eat really need greece also nice traditional taverna across road bakery away mixed residential retail min metro station minute central athens thelma also really helpful offer use additional although need end need bit get flat chocolate incense stick personal taste I certainly hire,Positive
10603975,201841157,2017-10-09,28404417.0,Julie,super ideal walk shop restaurant historic site lovely roof terrace overlook acropolis icing cake,Positive
2579525,39917109,2015-07-27,2085265.0,Jennifer,great view acropolis though bit centre say really easy get quick cheap taxi town jul really helpful information regard taxi transfer etc always quick respond also air com nice really hot,Positive
401423,67145648,2016-03-27,16719825.0,Christiana,beautiful great clean welcoming cosy well ralou great really care good communication throughout flexible ralou thank athens I back,Positive
15593471,193598467,2017-09-14,83234730.0,Anne-Claire,nice flat clean central shame situate awkward make acceptable convenience store run nice asian man,Positive
17358458,233893339,2018-02-11,11285373.0,Lito,excellent central move around lykavitto column constitution neighborhood exude sensibility old urban athen view close find many good option restaurant bar shop welcome comfortable good equip maybe bit old price perfect beautiful coffee album,Positive
14122237,138549609,2017-03-20,107677976.0,Irina,hade great antonis friendly loyal polite everything near market cafe pizza even gym close public transport center,Positive
9212877,274965264,2018-06-10,164456583.0,John,strato great coordinate great view acropolis two balcony walkable hip cafe keramicos gazi psyri make I aware attraction neighborhood worth explore close subway I especially love local neighborhood cute efficient clean great single person couple want center action without noise bustle gazi,Positive
6244407,187986408,2017-08-28,138557876.0,Wissam,one cozy I ever close public transportation calm part adrien awesome lot help,Positive
12038136,212536996,2017-11-18,141086696.0,Jane,lovely venue great view major attraction hospitality great breakfast price reasonable problem many around quiet willian experienced caring knowledgeable I busy could avail expertise,Positive
3567765,106784178,2016-10-08,10416487.0,Alex,locate central clean spacious quiet everything need near stavroula george prompt reply question meet show I would definitely recommend friend,Positive
287858,135252327,2017-03-04,48312328.0,Σοφία,I wonderful expirience beginning till end pavlara friend sakis easy contact clean cosy everything would need one week exsctly depickte photo everything within walk distance neighbourhood everything could ask sakis pavlara friend helpful polite even call I ask I need anything could bring I even friend mine want come athen day kind let,Positive
4499304,43895758,2015-08-23,26820410.0,Megan,arrive athens early morning alex get soon possibly could thrilled accommodation moment walk moment leave perfect fully equip make cooking meal breeze alex even make sure basic starter grocery get go girl I enjoy meal spacious deck watch sun go acropolis light I also enjoy quiet drink balcony evening dusk washing machine huge asset large dry rack deck one minute walk tram connect metro get around breeze two supermarket block away least two bakery I strongly recommend budget friendly wonderful,Positive
9471586,103387940,2016-09-22,95761121.0,Alina,akis great apart great clean brilliant view need help forget one cell phone bus thank aki help car little spontaneous drive get back super helpful friendly highly recommend,Positive
4649848,65590518,2016-03-15,58869025.0,Nawal,cute great nice way feel like could see little non touristy athens cute truly incredible view balcony three side meet housekeeper helpful great,Positive
7963007,62169447,2016-02-12,26800085.0,Virginie,maria nikos welcome warmly take explain need know athens clean charming attention await coffee tea fruit quiet even close major artery immediately heart beautiful plaka district excellent,Positive
727374,249861702,2018-04-03,177529713.0,Nikos,clean beautiful website hide airbnb I highly recommend,Positive
5032509,40086864,2015-07-28,31454003.0,Corentin,exit metro wait take plan nice show around give valuable advice large problem get sleep briefly present perfect beautiful view acropolis neighborhood also nice within walk distance many trendy bar life good,Positive
695173,62231651,2016-02-13,28947961.0,Sander,I quite picky come accommodation I honestly say soula good combination convenience I quite often crockery utensil wear damage break soula keep everything great working order convenience comfort eleni show round hoot helpful friendly flexible perfect quite I really think hard could improve I make suggestion replace full size oven small dish washer small combi microwave oven I believe useful incidental short term would I absolutely,Positive
1811588,22272059,2014-11-02,8987779.0,Magali,wonderful inspiring taki lina appartment welcome taki mother lovely chique lady even though late arrival flexible take show around give tip appartmemt exactly picture every part appt trigger attention first day whole morning enjoy delicious breakfast taki mother famous marmelade foresee grasp atmosphere neighbourhood light appartment morning beautiful neighbourhood vibrant interesting streetgraffiti captivate attention great central close kolonaki appartment love airbnb,Positive
10473625,756331403417789157,2022-11-09,236757455.0,George,flat great minute walk minute kolonaki square clean comfortable need comfortable comunication easy quick matter second konatantinos father live building overall value money choice,Positive
4162850,83740709,2016-07-04,23546225.0,Matylda,ralou fantastic order taxi pick airport regular call taxi driver taxi make sure get ok welcome athens also receptive question fantastic great near acropolis tastefully decorate great restaurant street min away really nice grill octopus etc thus far good air bnb,Positive
3431705,99448175,2016-09-04,29862283.0,Max,aris great friend I return exhausting day sailing need lick wound perfectly washer view amazing,Positive
14500505,110865661,2016-10-29,92999722.0,Andreas,top accommodation center athens many thank dimitris warm welcome lot additional information useful tip highlight definitely spacious roof terrace include pool perfect within walk distance center really enjoy recommend accommodation recommend,Positive
2693342,116502667,2016-12-01,105003192.0,Ras,clean great position explore definitely would come back,Positive
8767366,124162517,2017-01-01,102664369.0,Jiaxi,perfect souzanna brother really nice good history really appreciate highly recommond,Positive
11839044,262247717,2018-05-08,125061172.0,Sergio,great william comfortable good service beautiful view acropolis close metro connect interesting tourist william friendly couple hospitable cat haha great,Positive
14599939,141823245,2017-04-05,12103263.0,Lynda,flat top floor seven storey building nice view feel light airy balcony spacious surround entire flat lovely layout flat also excellent making easy live lift building well like local mixed vibrant feel easy get central athen either walk metro I problem phone allow I ring katerina boyfriend go let however kindly come flat see arrive katerina get concern rather late efficient caring grateful unfortunately problem shower I sure katerina sort,Positive
14972031,160232242,2017-06-13,4114082.0,Adrina,I wonderful beautiful balcony epic incredible view filopapou hill sphinx light I love walk top filopapou hill sunset stunning view acropolis neighborhood chill hip lot amazing little restaurant discover pilate studio nearby necessary communication timely friendly I would highly recommend miltiadia,Positive
10989934,188632268,2017-08-30,43066911.0,Ozgur,victoria great flat close perfection get spot cosy comfortable clean well equip everything ask airbnb,Positive
6687244,98092581,2016-08-29,11119590.0,Elise,one really good welcome great kindness feel really ease neighborhood also great essential athens nearby useful public transport piraeus airport thank everything,Positive
14032896,211767514,2017-11-14,87157131.0,Sarah,one metro stop cool site clean great view,Positive
6101639,31277835,2015-05-03,5516382.0,Lorenzo,great refurbish comfortable huge lounge disposable breakfast morning also really great plus next metro stop walk distance archeological museum centre,Positive
1079291,44749535,2015-08-29,3132569.0,Kathryn,nia helpful accommodate communication prior perfect restaurant square acropolis also clean little trouble key bent hard get first would recommend future reference,Positive
637770,218359748,2017-12-12,40787895.0,André,gerry katerina great perfect subway stop main square flat right next subway lot find everything need plan cook communication gerry really smooth even though I end never meet,Positive
12253059,323316725,2018-09-15,12650041.0,Irum,lovely antonis koukaki athens neighbourhood perfect base explore athen still get feel local colour great restaurant cafe bar antonis recommendation flat excellent flat comfortable well decorate importantly perfectly stock great many thoughtful touch make well would highly recommend flat athens need walk everywhere easily take metro even though antonis away arrange neighbour responsive query also book taxi airport last day great athens would recommend,Positive
9504207,112126014,2016-11-04,16323878.0,A Junior,even though arrive quite late steve leave everything ready arrival flat well locate shop restaurant train station quick walk away also purchase new cooker want save bit find everything need cook flat thank steve welcome,Positive
2739623,13381615,2014-05-26,3433499.0,Katherine,ideal athens dream strategic quiet minute acropolis bustling plaka district also metro plus barbara companion particularly warm welcome always give right address advise see short enchantment beautiful meeting airbnb,Positive
10292091,239050737,2018-02-28,424062.0,Vladimir,alexia perfect point view excellent min walk center athens surround quiet charming many small shop cafe extra sweet charming everything inside perfectly fitting function interior like tv dvd also nice music system I family wife two kid one like lot really surprised extra like bottled water cafe tea honey sweet snack feel welcome thus comfortable really enjoy day athens I truly recommend alexia athens,Positive
14583913,128892724,2017-01-28,106384999.0,Margarita,excellent everything good condition unique communicate little cold,Positive
918812,59594399,2016-01-12,4322688.0,Stefaniia,many thank dimitris yannis father amazing opportunity athens soul true perfection super downtown overcrowded example monastiraki subway take minute get entrance acropolis many tavern restaurant nearby special spirit love much highly recommend dimitris really worth,Positive
6406712,736988169,2021-03-07,134289866.0,Δημητρα,katerina always friendly willing help clean warm well decorate I definitely prefer next,Positive
3913946,555823910,2019-10-28,168509870.0,Berna,francee perfect say home make feel stylish perfect clean well order every little detail honey counter mosquito repellent well think kind I strongly recommend anyone year old son good single well family one good airbnb I ever thank francee,Positive
12298945,277281418,2018-06-16,106398194.0,Shuang,comfortable recommend large attraction,Positive
1843759,174186041,2017-07-25,986304.0,Nadine,day jean july appartement locate close metro station center easily attraction interesting neighbourhood athens athens lively fun exciting discover appartement really nicely decorate exactly like picture clean comfortable comfortable sleep well except one morning wake construction otherwise amazing appartment close grocery restaurant etc never meet jean communication really easy meet friend alex extremely nice helpful,Positive
14882965,148521688,2017-05-01,73751694.0,Eleftherios,great flat clean near bakery greengrocery always choice athens natassa helpful discreet,Positive
3704577,94165604,2016-08-15,84755772.0,Toshiyuki,everything comfortable great view lead extraordinary athens also center sightseeing spot accessible everywhere want go I really suggest use athens,Positive
17478076,161198091,2017-06-17,127993979.0,Gulshan,yanni indeed superhost helpful respond query promptly clean comfortable excellent hour bakery pharmacy mini market around corner great,Positive
16594400,318695410,2018-09-04,162834524.0,Kristi,wonderful home interesting neighborhood,Positive
16918714,183417869,2017-08-17,5809103.0,Anouk,anna welcoming nice clean show picture would definitely come back,Positive
724485,34050055,2015-06-04,5305025.0,Donata,doros kind really make feel home flat everything need good position reach centre nice building far minimarket bakery bus stop door wonderful,Positive
2264636,95507787,2016-08-20,7629613.0,Pam,chance meet yiannis person great ensure access key upon arrival athens give list recommendation eat go trust know good food flat beautiful clean centrally locate heart acropolis walk everywhere view flat amazing spacious balcony flat min car airport short min walk parthenon busy street plaka tourist attraction great attentive,Positive
11389273,72846430,2016-05-04,21152523.0,Jules,wonderful perfect walkable many great sight wonderful bar restaurant maria great friendly helpful visitor jet lag arrival perfect rest well thank maria,Positive
4619721,129880203,2017-02-03,104999052.0,Olga,massimiliano excellent choice well equip clean especially espresso machine prove pleasant surprise perfect minute walk acropolis old town plaka additionally close metro tram stop less minute walk surround supermarket many restaurant bar would definitely also introduce friend athens thank massimiliano,Positive
11542772,103773293,2016-09-24,2409652.0,Steven,I athens two colleague george flat perfect three separate double nicely equip clean also nicely locate within abundant supply cafe restaurant museum etc within walking distance also close metro two well connect stop within km,Positive
1116076,32460847,2015-05-18,28042417.0,Hye Rim,great family full adult tamara kind welcome even late arrival hour also give helpful information surrounding clean spacious family everything could think washing machine hair dryer various spicie cook etc locate center many tourist spot walkable distance since locate center could bit noisy though last whole I would definitely book I get go athen,Positive
12662793,74124299,2016-05-13,29731845.0,Rosalie,sofia good welcoming available need studio describe beautiful view perfectly locate I highly recommend,Positive
11456350,217214399,2017-12-08,12941447.0,Niko,great modern spacious everything heart desire school opposite hardly nuisance class weekend anyway central good nightlife option,Positive
17274144,141991255,2017-04-06,61777186.0,Christa,flat big comftable situate center athens close important museum metro station acropoli nearby touristic street also nice bar little path beautiful explore everything reachable foot neighbourhood friendly,Positive
956127,367141358,2019-01-04,6247932.0,Paola,spend wonderful nicoletta kind helpful let miss anything comfortable fantastic short everything need wonderful neighborhood quiet I absolutely recommend,Positive
4246787,149201842,2017-05-03,116094932.0,Chris,match photo post website communication exceptionally high level information tourist attraction excellent extremely nice neighborhood locate minute less frequented entrance acropolis tourist restaurant bar metro station also extremely close,Positive
5676228,142389905,2017-04-08,117653585.0,Nidal,nice spacious nicely decorate well equip locate fifth last floor equip huge terrace give magnificent view lycabettus hill center allow make excursion foot esmeralda charming woman helpful athens wonderful endear already think go back,Positive
3913946,265139665,2018-05-16,12702066.0,Allison,francee responsive accommodate even change plan late flight delay spotlessly clean super stylish incredibly locate breathtaking view acropolis,Positive
781111,39772635,2015-07-26,33698310.0,霞,nice good good neighborhood good good environment need I feel home away home real well picture next I go athens I also want live thank dorothéa martina nice I love,Positive
14488156,357891878,2018-12-12,220185391.0,Foad,nice spend day I really like close enough walk everything far enough away noise grunginess really old town sofia also hospitable helpful,Positive
2844923,52728121,2015-11-01,1992365.0,Leif,extremely helpful accomodate welcome great thorough information view stunning akropoli plaka roof around fine suit two couple well highly recommend,Positive
702480,335818564,2018-10-13,171566556.0,Trevor,like describe amazing centre athens sage neighbourhood could helpful quick response plenty tip go thing see easy access local transport cheap short ride away main attraction supermarket bakery chemist kebab shop literally stone throw away actual stylishly decorate need nice balcony evening beer breakfast sun rise price look see acropolis english speak one book,Positive
6781997,191656172,2017-09-08,132511309.0,Mark,nice nice athens minor issue certain light well lay beautiful balcony view,Positive
6468915,45741565,2015-09-05,394056.0,Laura,beautiful marika incredibly helpful negotiate last minute booking literally book day athens answer question promptly clean beautiful view balcony everything wonderful ask neighborhood also central everything essentially walk every attraction thank hospitality marika,Positive
